taz,stop_id,stop_name,dist,time
90034961002,8029,ST Mary's Church and Main St,8.518023489,12.77703523
90034961002,7950,Winslow Pl and Winslow Park and Ride Lot,9.396848798,14.0952732
90034961002,7931,Farmington Park and Ride Lot and Town Farm Rd,5.220606012,7.830909018
90034961002,7924,Cromwell Park and Ride Lot and Industrail Park Rd,8.871904985,13.30785748
90034961002,7911,St Paul's Park and Ride and Wells St,6.279528978,9.419293467
90034961002,7901,Saint Augustine Church and Hopewell Rd,7.946888729,11.92033309
90034961002,7894,Avon ParkandRide Lot and W Main St,8.528636073,12.79295411
90034961002,7595,Village Square Dr and Corbins Commuter Lot,2.148671161,3.223006742
90034961002,7565,Sacret Heart Lot and Wintonbury Ave,7.265299432,10.89794915
90034961002,7554,Newington ParkandRide and Berlin Tpke,4.082116467,6.123174701
90034961002,209,Main St and Putnam Plaza Park and Ride,5.924424266,8.886636399
90034961002,12376,Batterson Park Rd and Park and Ride Lot,3.761105664,5.641658496
90034961002,12249,Todd St PandR and Todd St,9.804938319,14.70740748
90034961002,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,3.044141659,4.566212489
90034961002,7709,N Main St and Whole Foods Supermaket,4.003695778,6.005543667
90034961002,7578,N Main St and Marshalls,3.940861579,5.911292369
90034961003,8363,Buckland and Buckland Park and Ride 2,9.665985089,14.49897763
90034961003,8144,Spencer St and Spencer Park and Ride,7.82670534,11.74005801
90034961003,8100,Poquonock Park and Ride and Poquoconk Ave,9.81740008,14.72610012
90034961003,8029,ST Mary's Church and Main St,8.845783381,13.26867507
90034961003,7950,Winslow Pl and Winslow Park and Ride Lot,8.93581004,13.40371506
90034961003,7931,Farmington Park and Ride Lot and Town Farm Rd,5.740717854,8.611076781
90034961003,7924,Cromwell Park and Ride Lot and Industrail Park Rd,9.620478303,14.43071745
90034961003,7911,St Paul's Park and Ride and Wells St,5.95655646,8.93483469
90034961003,7901,Saint Augustine Church and Hopewell Rd,7.977396908,11.96609536
90034961003,7894,Avon ParkandRide Lot and W Main St,8.412488045,12.61873207
90034961003,7620,Buckland and Buckland Park and Ride 1,9.636043466,14.4540652
90034961003,7595,Village Square Dr and Corbins Commuter Lot,3.050456649,4.575684974
90034961003,7565,Sacret Heart Lot and Wintonbury Ave,6.493306938,9.739960407
90034961003,7554,Newington ParkandRide and Berlin Tpke,4.827194915,7.240792373
90034961003,209,Main St and Putnam Plaza Park and Ride,5.467937158,8.201905737
90034961003,12376,Batterson Park Rd and Park and Ride Lot,4.571572509,6.857358764
90034961003,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,2.735933638,4.103900457
90034961003,8188,Buckland St and Buckland Commuter Lot,9.723287201,14.5849308
90034961003,7709,N Main St and Whole Foods Supermaket,3.376158103,5.064237155
90034961003,7578,N Main St and Marshalls,3.318483855,4.977725783
90034962001,8144,Spencer St and Spencer Park and Ride,8.505678949,12.75851842
90034962001,8029,ST Mary's Church and Main St,8.380314187,12.57047128
90034962001,7950,Winslow Pl and Winslow Park and Ride Lot,9.077527545,13.61629132
90034962001,7931,Farmington Park and Ride Lot and Town Farm Rd,5.150804705,7.726207058
90034962001,7924,Cromwell Park and Ride Lot and Industrail Park Rd,9.204728024,13.80709204
90034962001,7911,St Paul's Park and Ride and Wells St,6.393435038,9.590152557
90034962001,7901,Saint Augustine Church and Hopewell Rd,8.168484206,12.25272631
90034962001,7894,Avon ParkandRide Lot and W Main St,8.266483942,12.39972591
90034962001,7595,Village Square Dr and Corbins Commuter Lot,2.303533816,3.455300724
90034962001,7565,Sacret Heart Lot and Wintonbury Ave,6.936063718,10.40409558
90034962001,7554,Newington ParkandRide and Berlin Tpke,4.415107744,6.622661616
90034962001,209,Main St and Putnam Plaza Park and Ride,5.99034009,8.985510135
90034962001,12376,Batterson Park Rd and Park and Ride Lot,3.841957674,5.762936511
90034962001,12249,Todd St PandR and Todd St,9.888430133,14.8326452
90034962001,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,3.146201851,4.719302777
90034962001,7709,N Main St and Whole Foods Supermaket,3.670772498,5.506158747
90034962001,7578,N Main St and Marshalls,3.607981497,5.411972246
90034962004,8144,Spencer St and Spencer Park and Ride,9.995504207,14.99325631
90034962004,8029,ST Mary's Church and Main St,7.211420426,10.81713064
90034962004,7950,Winslow Pl and Winslow Park and Ride Lot,9.073250848,13.60987627
90034962004,7931,Farmington Park and Ride Lot and Town Farm Rd,3.808051995,5.712077993
90034962004,7924,Cromwell Park and Ride Lot and Industrail Park Rd,8.967609768,13.45141465
90034962004,7911,St Paul's Park and Ride and Wells St,7.687408103,11.53111215
90034962004,7901,Saint Augustine Church and Hopewell Rd,9.118934871,13.67840231
90034962004,7894,Avon ParkandRide Lot and W Main St,7.706389055,11.55958358
90034962004,7595,Village Square Dr and Corbins Commuter Lot,1.024863599,1.537295399
90034962004,7565,Sacret Heart Lot and Wintonbury Ave,7.595174988,11.39276248
90034962004,7554,Newington ParkandRide and Berlin Tpke,4.373352562,6.560028843
90034962004,209,Main St and Putnam Plaza Park and Ride,7.374061881,11.06109282
90034962004,12376,Batterson Park Rd and Park and Ride Lot,2.354233351,3.531350027
90034962004,12249,Todd St PandR and Todd St,8.396295733,12.5944436
90034962004,10704,Lake Ave and Bristol Park and Ride Lot,9.311416717,13.96712508
90034962004,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.478730435,6.718095653
90034962004,7709,N Main St and Whole Foods Supermaket,4.209806187,6.314709281
90034962004,7578,N Main St and Marshalls,4.144036211,6.216054317
90034963003,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.920609113,13.38091367
90034963003,8144,Spencer St and Spencer Park and Ride,8.731335747,13.09700362
90034963003,8100,Poquonock Park and Ride and Poquoconk Ave,9.510803671,14.26620551
90034963003,8029,ST Mary's Church and Main St,7.691443596,11.53716539
90034963003,7950,Winslow Pl and Winslow Park and Ride Lot,7.758067677,11.63710152
90034963003,7931,Farmington Park and Ride Lot and Town Farm Rd,4.809751755,7.214627633
90034963003,7911,St Paul's Park and Ride and Wells St,7.206473403,10.8097101
90034963003,7901,Saint Augustine Church and Hopewell Rd,9.278978704,13.91846806
90034963003,7894,Avon ParkandRide Lot and W Main St,7.110009229,10.66501384
90034963003,7595,Village Square Dr and Corbins Commuter Lot,3.017664424,4.526496636
90034963003,7565,Sacret Heart Lot and Wintonbury Ave,5.715892838,8.573839257
90034963003,7554,Newington ParkandRide and Berlin Tpke,5.720201278,8.580301917
90034963003,209,Main St and Putnam Plaza Park and Ride,6.65701359,9.985520385
90034963003,12376,Batterson Park Rd and Park and Ride Lot,4.163099805,6.244649708
90034963003,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.018965226,6.028447839
90034963003,8436,Mall Way and Iron Horse Blvd St Stop,8.94843767,13.42265651
90034963003,7709,N Main St and Whole Foods Supermaket,2.380453479,3.570680219
90034963003,7578,N Main St and Marshalls,2.315964599,3.473946899
90034965001,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.185498874,12.27824831
90034965001,8144,Spencer St and Spencer Park and Ride,8.961966739,13.44295011
90034965001,8100,Poquonock Park and Ride and Poquoconk Ave,9.044203395,13.56630509
90034965001,8029,ST Mary's Church and Main St,7.362101648,11.04315247
90034965001,7950,Winslow Pl and Winslow Park and Ride Lot,7.022869334,10.534304
90034965001,7931,Farmington Park and Ride Lot and Town Farm Rd,4.747636064,7.121454096
90034965001,7911,St Paul's Park and Ride and Wells St,7.736389033,11.60458355
90034965001,7901,Saint Augustine Church and Hopewell Rd,9.93047023,14.89570535
90034965001,7894,Avon ParkandRide Lot and W Main St,6.481464322,9.722196483
90034965001,7595,Village Square Dr and Corbins Commuter Lot,3.554754844,5.332132266
90034965001,7565,Sacret Heart Lot and Wintonbury Ave,5.071868135,7.607802203
90034965001,7554,Newington ParkandRide and Berlin Tpke,6.446176748,9.669265122
90034965001,209,Main St and Putnam Plaza Park and Ride,7.125928197,10.6888923
90034965001,12376,Batterson Park Rd and Park and Ride Lot,4.483286358,6.724929537
90034965001,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.612265666,6.918398499
90034965001,8436,Mall Way and Iron Horse Blvd St Stop,8.213559063,12.32033859
90034965001,7709,N Main St and Whole Foods Supermaket,1.696111551,2.544167327
90034965001,7578,N Main St and Marshalls,1.630394915,2.445592373
90034966001,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.298945601,12.4484184
90034966001,8144,Spencer St and Spencer Park and Ride,9.871193863,14.80679079
90034966001,8100,Poquonock Park and Ride and Poquoconk Ave,9.814206698,14.72131005
90034966001,8029,ST Mary's Church and Main St,6.490427141,9.735640712
90034966001,7950,Winslow Pl and Winslow Park and Ride Lot,7.001072916,10.50160937
90034966001,7931,Farmington Park and Ride Lot and Town Farm Rd,3.788239343,5.682359015
90034966001,7911,St Paul's Park and Ride and Wells St,8.420177713,12.63026657
90034966001,7894,Avon ParkandRide Lot and W Main St,5.996979404,8.995469106
90034966001,7595,Village Square Dr and Corbins Commuter Lot,3.057833446,4.586750169
90034966001,7565,Sacret Heart Lot and Wintonbury Ave,5.615461893,8.42319284
90034966001,7554,Newington ParkandRide and Berlin Tpke,6.375976494,9.563964741
90034966001,209,Main St and Putnam Plaza Park and Ride,7.876010284,11.81401543
90034966001,12376,Batterson Park Rd and Park and Ride Lot,3.693918261,5.540877392
90034966001,12249,Todd St PandR and Todd St,9.276678094,13.91501714
90034966001,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,5.21594982,7.82392473
90034966001,8436,Mall Way and Iron Horse Blvd St Stop,8.330927222,12.49639083
90034966001,7709,N Main St and Whole Foods Supermaket,2.275860969,3.413791454
90034966001,7578,N Main St and Marshalls,2.213570218,3.320355327
90034969002,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.924893138,13.38733971
90034969002,8363,Buckland and Buckland Park and Ride 2,8.897951513,13.34692727
90034969002,8144,Spencer St and Spencer Park and Ride,7.369132415,11.05369862
90034969002,8100,Poquonock Park and Ride and Poquoconk Ave,8.475503023,12.71325453
90034969002,8029,ST Mary's Church and Main St,8.965534239,13.44830136
90034969002,7950,Winslow Pl and Winslow Park and Ride Lot,7.974127629,11.96119144
90034969002,7931,Farmington Park and Ride Lot and Town Farm Rd,6.225375871,9.338063807
90034969002,7911,St Paul's Park and Ride and Wells St,6.264019087,9.396028631
90034969002,7901,Saint Augustine Church and Hopewell Rd,8.687115631,13.03067345
90034969002,7894,Avon ParkandRide Lot and W Main St,7.913210689,11.86981603
90034969002,7620,Buckland and Buckland Park and Ride 1,8.860772859,13.29115929
90034969002,7595,Village Square Dr and Corbins Commuter Lot,4.194978236,6.292467354
90034969002,7565,Sacret Heart Lot and Wintonbury Ave,5.208007254,7.812010881
90034969002,7554,Newington ParkandRide and Berlin Tpke,6.155562365,9.233343548
90034969002,209,Main St and Putnam Plaza Park and Ride,5.590109761,8.385164642
90034969002,12376,Batterson Park Rd and Park and Ride Lot,5.524158093,8.28623714
90034969002,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,3.310799899,4.966199849
90034969002,195,Kennedy Rd and Stop and Shop,9.859803422,14.78970513
90034969002,8188,Buckland St and Buckland Commuter Lot,8.95369007,13.43053511
90034969002,8436,Mall Way and Iron Horse Blvd St Stop,8.946640148,13.41996022
90034969002,7709,N Main St and Whole Foods Supermaket,2.353045812,3.529568718
90034969002,7578,N Main St and Marshalls,2.308421275,3.462631913
90034969003,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.8462594,13.2693891
90034969003,8363,Buckland and Buckland Park and Ride 2,9.184647103,13.77697065
90034969003,8144,Spencer St and Spencer Park and Ride,7.656458784,11.48468818
90034969003,8100,Poquonock Park and Ride and Poquoconk Ave,8.629259594,12.94388939
90034969003,8029,ST Mary's Church and Main St,8.683488374,13.02523256
90034969003,7950,Winslow Pl and Winslow Park and Ride Lot,7.852900602,11.7793509
90034969003,7931,Farmington Park and Ride Lot and Town Farm Rd,5.93649138,8.90473707
90034969003,7911,St Paul's Park and Ride and Wells St,6.483249113,9.72487367
90034969003,7901,Saint Augustine Church and Hopewell Rd,8.844383391,13.26657509
90034969003,7894,Avon ParkandRide Lot and W Main St,7.692080913,11.53812137
90034969003,7620,Buckland and Buckland Park and Ride 1,9.14719127,13.72078691
90034969003,7595,Village Square Dr and Corbins Commuter Lot,3.979062727,5.968594091
90034969003,7565,Sacret Heart Lot and Wintonbury Ave,5.224675916,7.837013874
90034969003,7554,Newington ParkandRide and Berlin Tpke,6.100328546,9.150492819
90034969003,209,Main St and Putnam Plaza Park and Ride,5.830940087,8.746410131
90034969003,12376,Batterson Park Rd and Park and Ride Lot,5.268626339,7.902939509
90034969003,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,3.469930769,5.204896154
90034969003,8188,Buckland St and Buckland Commuter Lot,9.24030811,13.86046217
90034969003,8436,Mall Way and Iron Horse Blvd St Stop,8.86924528,13.30386792
90034969003,7709,N Main St and Whole Foods Supermaket,2.229733348,3.344600022
90034969003,7578,N Main St and Marshalls,2.179836301,3.269754452
90034969006,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.301357537,12.45203631
90034969006,8363,Buckland and Buckland Park and Ride 2,9.993632657,14.99044899
90034969006,8144,Spencer St and Spencer Park and Ride,8.559538546,12.83930782
90034969006,8100,Poquonock Park and Ride and Poquoconk Ave,8.832994939,13.24949241
90034969006,8029,ST Mary's Church and Main St,7.763520643,11.64528096
90034969006,7950,Winslow Pl and Winslow Park and Ride Lot,7.196421445,10.79463217
90034969006,7931,Farmington Park and Ride Lot and Town Farm Rd,5.129092447,7.693638671
90034969006,7911,St Paul's Park and Ride and Wells St,7.383915709,11.07587356
90034969006,7901,Saint Augustine Church and Hopewell Rd,9.641821653,14.46273248
90034969006,7894,Avon ParkandRide Lot and W Main St,6.806854812,10.21028222
90034969006,7620,Buckland and Buckland Park and Ride 1,9.9533717,14.93005755
90034969006,7595,Village Square Dr and Corbins Commuter Lot,3.706785848,5.560178772
90034969006,7565,Sacret Heart Lot and Wintonbury Ave,5.008558466,7.512837699
90034969006,7554,Newington ParkandRide and Berlin Tpke,6.385886638,9.578829957
90034969006,209,Main St and Putnam Plaza Park and Ride,6.754645262,10.13196789
90034969006,12376,Batterson Park Rd and Park and Ride Lot,4.752823636,7.129235454
90034969006,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.296094579,6.444141869
90034969006,8436,Mall Way and Iron Horse Blvd St Stop,8.327721287,12.49158193
90034969006,7709,N Main St and Whole Foods Supermaket,1.699841393,2.54976209
90034969006,7578,N Main St and Marshalls,1.637096892,2.455645338
90034969007,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.209463179,12.31419477
90034969007,8363,Buckland and Buckland Park and Ride 2,9.796474121,14.69471118
90034969007,8144,Spencer St and Spencer Park and Ride,8.396991515,12.59548727
90034969007,8100,Poquonock Park and Ride and Poquoconk Ave,8.616637592,12.92495639
90034969007,8029,ST Mary's Church and Main St,7.920103946,11.88015592
90034969007,7950,Winslow Pl and Winslow Park and Ride Lot,7.138327498,10.70749125
90034969007,7931,Farmington Park and Ride Lot and Town Farm Rd,5.335059553,8.00258933
90034969007,7911,St Paul's Park and Ride and Wells St,7.318578697,10.97786805
90034969007,7901,Saint Augustine Church and Hopewell Rd,9.635636504,14.45345476
90034969007,7894,Avon ParkandRide Lot and W Main St,6.858206824,10.28731024
90034969007,7620,Buckland and Buckland Park and Ride 1,9.755592051,14.63338808
90034969007,7595,Village Square Dr and Corbins Commuter Lot,3.917176165,5.875764248
90034969007,7565,Sacret Heart Lot and Wintonbury Ave,4.838725082,7.258087623
90034969007,7554,Newington ParkandRide and Berlin Tpke,6.521131334,9.781697001
90034969007,209,Main St and Putnam Plaza Park and Ride,6.666270734,9.999406101
90034969007,12376,Batterson Park Rd and Park and Ride Lot,4.978581783,7.467872675
90034969007,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.272912952,6.409369428
90034969007,8188,Buckland St and Buckland Commuter Lot,9.851034432,14.77655165
90034969007,8436,Mall Way and Iron Horse Blvd St Stop,8.234896505,12.35234476
90034969007,7709,N Main St and Whole Foods Supermaket,1.579552906,2.369329359
90034969007,7578,N Main St and Marshalls,1.519649766,2.279474649
90034970001,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,7.906059275,11.85908891
90034970001,8363,Buckland and Buckland Park and Ride 2,8.61920527,12.92880791
90034970001,8144,Spencer St and Spencer Park and Ride,7.42824573,11.1423686
90034970001,8100,Poquonock Park and Ride and Poquoconk Ave,7.423360228,11.13504034
90034970001,8029,ST Mary's Church and Main St,8.960437568,13.44065635
90034970001,7952,Sand Pit Park and Ride and Hopmeadow St,10.00050365,15.00075548
90034970001,7950,Winslow Pl and Winslow Park and Ride Lot,7.061346001,10.592019
90034970001,7931,Farmington Park and Ride Lot and Town Farm Rd,6.590379199,9.885568799
90034970001,7911,St Paul's Park and Ride and Wells St,6.950265746,10.42539862
90034970001,7901,Saint Augustine Church and Hopewell Rd,9.581511054,14.37226658
90034970001,7894,Avon ParkandRide Lot and W Main St,7.397612813,11.09641922
90034970001,7620,Buckland and Buckland Park and Ride 1,8.574952306,12.86242846
90034970001,7595,Village Square Dr and Corbins Commuter Lot,5.124747094,7.687120641
90034970001,7565,Sacret Heart Lot and Wintonbury Ave,4.071380556,6.107070834
90034970001,7554,Newington ParkandRide and Berlin Tpke,7.303060156,10.95459023
90034970001,209,Main St and Putnam Plaza Park and Ride,6.172093418,9.258140127
90034970001,12376,Batterson Park Rd and Park and Ride Lot,6.276840808,9.415261212
90034970001,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.251807273,6.37771091
90034970001,195,Kennedy Rd and Stop and Shop,8.819571151,13.22935673
90034970001,8188,Buckland St and Buckland Commuter Lot,8.672418891,13.00862834
90034970001,8436,Mall Way and Iron Horse Blvd St Stop,7.925260149,11.88789022
90034970001,7709,N Main St and Whole Foods Supermaket,1.603272163,2.404908245
90034970001,7578,N Main St and Marshalls,1.584888583,2.377332875
90034971001,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.412046456,12.61806968
90034971001,8363,Buckland and Buckland Park and Ride 2,8.94156524,13.41234786
90034971001,8144,Spencer St and Spencer Park and Ride,7.555454704,11.33318206
90034971001,8100,Poquonock Park and Ride and Poquoconk Ave,8.106250713,12.15937607
90034971001,8029,ST Mary's Church and Main St,8.762069182,13.14310377
90034971001,7950,Winslow Pl and Winslow Park and Ride Lot,7.475481749,11.21322262
90034971001,7931,Farmington Park and Ride Lot and Town Farm Rd,6.181131093,9.27169664
90034971001,7911,St Paul's Park and Ride and Wells St,6.684578626,10.02686794
90034971001,7901,Saint Augustine Church and Hopewell Rd,9.171623928,13.75743589
90034971001,7894,Avon ParkandRide Lot and W Main St,7.518210458,11.27731569
90034971001,7620,Buckland and Buckland Park and Ride 1,8.901106847,13.35166027
90034971001,7595,Village Square Dr and Corbins Commuter Lot,4.465603731,6.698405597
90034971001,7565,Sacret Heart Lot and Wintonbury Ave,4.7087756,7.0631634
90034971001,7554,Newington ParkandRide and Berlin Tpke,6.629050626,9.943575939
90034971001,209,Main St and Putnam Plaza Park and Ride,5.973188696,8.959783044
90034971001,12376,Batterson Park Rd and Park and Ride Lot,5.685075196,8.527612794
90034971001,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,3.800001521,5.700002282
90034971001,195,Kennedy Rd and Stop and Shop,9.49971683,14.24957525
90034971001,8188,Buckland St and Buckland Commuter Lot,8.996272023,13.49440803
90034971001,8436,Mall Way and Iron Horse Blvd St Stop,8.433590209,12.65038531
90034971001,7709,N Main St and Whole Foods Supermaket,1.865747947,2.798621921
90034971001,7578,N Main St and Marshalls,1.825292563,2.737938845
90034971002,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.212045172,12.31806776
90034971002,8363,Buckland and Buckland Park and Ride 2,9.2666483,13.89997245
90034971002,8144,Spencer St and Spencer Park and Ride,7.906660327,11.85999049
90034971002,8100,Poquonock Park and Ride and Poquoconk Ave,8.206255374,12.30938306
90034971002,8029,ST Mary's Church and Main St,8.412246128,12.61836919
90034971002,7950,Winslow Pl and Winslow Park and Ride Lot,7.229132408,10.84369861
90034971002,7931,Farmington Park and Ride Lot and Town Farm Rd,5.870003519,8.805005279
90034971002,7911,St Paul's Park and Ride and Wells St,7.004698756,10.50704813
90034971002,7901,Saint Augustine Church and Hopewell Rd,9.443197107,14.16479566
90034971002,7894,Avon ParkandRide Lot and W Main St,7.183845965,10.77576895
90034971002,7620,Buckland and Buckland Park and Ride 1,9.225331065,13.8379966
90034971002,7595,Village Square Dr and Corbins Commuter Lot,4.326663013,6.48999452
90034971002,7565,Sacret Heart Lot and Wintonbury Ave,4.627926974,6.941890461
90034971002,7554,Newington ParkandRide and Berlin Tpke,6.68733366,10.03100049
90034971002,209,Main St and Putnam Plaza Park and Ride,6.307749975,9.461624963
90034971002,12376,Batterson Park Rd and Park and Ride Lot,5.468837857,8.203256786
90034971002,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.066420493,6.09963074
90034971002,195,Kennedy Rd and Stop and Shop,9.606274709,14.40941206
90034971002,8188,Buckland St and Buckland Commuter Lot,9.321048365,13.98157255
90034971002,8436,Mall Way and Iron Horse Blvd St Stop,8.234978763,12.35246814
90034971002,7709,N Main St and Whole Foods Supermaket,1.604281288,2.406421932
90034971002,7578,N Main St and Marshalls,1.557084077,2.335626116
90034971003,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.188216866,12.2823253
90034971003,8363,Buckland and Buckland Park and Ride 2,9.68612142,14.52918213
90034971003,8144,Spencer St and Spencer Park and Ride,8.299433392,12.44915009
90034971003,8100,Poquonock Park and Ride and Poquoconk Ave,8.516041263,12.77406189
90034971003,8029,ST Mary's Church and Main St,8.017043401,12.0255651
90034971003,7950,Winslow Pl and Winslow Park and Ride Lot,7.135767077,10.70365062
90034971003,7931,Farmington Park and Ride Lot and Town Farm Rd,5.448435974,8.172653961
90034971003,7911,St Paul's Park and Ride and Wells St,7.264576986,10.89686548
90034971003,7901,Saint Augustine Church and Hopewell Rd,9.609930272,14.41489541
90034971003,7894,Avon ParkandRide Lot and W Main St,6.910289986,10.36543498
90034971003,7620,Buckland and Buckland Park and Ride 1,9.645043369,14.46756505
90034971003,7595,Village Square Dr and Corbins Commuter Lot,4.014513442,6.021770163
90034971003,7565,Sacret Heart Lot and Wintonbury Ave,4.772432024,7.158648036
90034971003,7554,Newington ParkandRide and Berlin Tpke,6.571320783,9.856981175
90034971003,209,Main St and Putnam Plaza Park and Ride,6.601614524,9.902421786
90034971003,12376,Batterson Park Rd and Park and Ride Lot,5.090158872,7.635238308
90034971003,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.241201623,6.361802435
90034971003,195,Kennedy Rd and Stop and Shop,9.919897001,14.8798455
90034971003,8188,Buckland St and Buckland Commuter Lot,9.740610611,14.61091592
90034971003,8436,Mall Way and Iron Horse Blvd St Stop,8.213127398,12.3196911
90034971003,7709,N Main St and Whole Foods Supermaket,1.550773027,2.326159541
90034971003,7578,N Main St and Marshalls,1.493031722,2.239547583
90034971004,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,8.174511505,12.26176726
90034971004,8363,Buckland and Buckland Park and Ride 2,9.89600923,14.84401385
90034971004,8144,Spencer St and Spencer Park and Ride,8.499475417,12.74921313
90034971004,8100,Poquonock Park and Ride and Poquoconk Ave,8.667328283,13.00099242
90034971004,8029,ST Mary's Church and Main St,7.817669726,11.72650459
90034971004,7950,Winslow Pl and Winslow Park and Ride Lot,7.088382116,10.63257317
90034971004,7931,Farmington Park and Ride Lot and Town Farm Rd,5.238646771,7.857970157
90034971004,7911,St Paul's Park and Ride and Wells St,7.407061759,11.11059264
90034971004,7901,Saint Augustine Church and Hopewell Rd,9.707663705,14.56149556
90034971004,7894,Avon ParkandRide Lot and W Main St,6.771905092,10.15785764
90034971004,7620,Buckland and Buckland Park and Ride 1,9.85498761,14.78248142
90034971004,7595,Village Square Dr and Corbins Commuter Lot,3.874025478,5.811038217
90034971004,7565,Sacret Heart Lot and Wintonbury Ave,4.847438259,7.271157389
90034971004,7554,Newington ParkandRide and Berlin Tpke,6.532639626,9.798959439
90034971004,209,Main St and Putnam Plaza Park and Ride,6.759782279,10.13967342
90034971004,12376,Batterson Park Rd and Park and Ride Lot,4.908914474,7.363371711
90034971004,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,4.349520563,6.524280845
90034971004,8188,Buckland St and Buckland Commuter Lot,9.950519646,14.92577947
90034971004,8436,Mall Way and Iron Horse Blvd St Stop,8.200384898,12.30057735
90034971004,7709,N Main St and Whole Foods Supermaket,1.55651592,2.33477388
90034971004,7578,N Main St and Marshalls,1.49496433,2.242446495
90034972002,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,7.135419326,10.70312899
90034972002,8363,Buckland and Buckland Park and Ride 2,9.178346837,13.76752026
90034972002,8144,Spencer St and Spencer Park and Ride,8.145820222,12.21873033
90034972002,8100,Poquonock Park and Ride and Poquoconk Ave,7.265941356,10.89891203
90034972002,8029,ST Mary's Church and Main St,8.369633556,12.55445033
90034972002,7952,Sand Pit Park and Ride and Hopmeadow St,9.306359742,13.95953961
90034972002,7950,Winslow Pl and Winslow Park and Ride Lot,6.24389505,9.365842575
90034972002,7931,Farmington Park and Ride Lot and Town Farm Rd,6.253940577,9.380910866
90034972002,7911,St Paul's Park and Ride and Wells St,7.782983726,11.67447559
90034972002,7894,Avon ParkandRide Lot and W Main St,6.604389721,9.906584582
90034972002,7620,Buckland and Buckland Park and Ride 1,9.13052174,13.69578261
90034972002,7595,Village Square Dr and Corbins Commuter Lot,5.297776805,7.946665208
90034972002,7565,Sacret Heart Lot and Wintonbury Ave,3.485829061,5.228743592
90034972002,7554,Newington ParkandRide and Berlin Tpke,7.830491919,11.74573788
90034972002,209,Main St and Putnam Plaza Park and Ride,7.002845396,10.50426809
90034972002,12376,Batterson Park Rd and Park and Ride Lot,6.252277196,9.378415794
90034972002,10641,Wolcott Hill Rd and Wolcott Hill Park and Ride Lot,5.041541389,7.562312084
90034972002,195,Kennedy Rd and Stop and Shop,8.67295053,13.0094258
90034972002,8188,Buckland St and Buckland Commuter Lot,9.22981756,13.84472634
90034972002,8436,Mall Way and Iron Horse Blvd St Stop,7.156341099,10.73451165
90034972002,7709,N Main St and Whole Foods Supermaket,0.813284472,1.219926708
90034972002,7578,N Main St and Marshalls,0.811265615,1.216898423
90034973005,8438,Iron Horse Blvd and Iron Horse Park / Ride Lot,6.485464385,9.728196578
90034973005,8363,Buckland and Buckland Park and Ride 2,8.64961078,12.97441617
90034973005,8144,Spencer St and Spencer Park and Ride,7.948799587,11.92319938
90034973005,8100,Poquonock Park and Ride and Poquoconk Ave,6.136102649,9.204153974
90034973005,8029,ST Mary's Church and Main St,9.022080213,13.53312032
90034973005,7952,Sand Pit Park and Ride and Hopmeadow St,8.464168901,12.69625335
90034973005,7950,Winslow Pl and Winslow Park and Ride Lot,5.819149601,8.728724402
90034973005,7931,Farmington Park and Ride Lot and Town Farm Rd,7.213962654,10.82094398
90034973005,7913,Windsor Locks Park and Ride and S Main St,9.562173693,14.34326054
90034973005,7911,St Paul's Park and Ride and Wells St,8.172035604,12.25805341
90034973005,7894,Avon ParkandRide Lot and W Main St,6.775474603,10.1632119
90034973005,7620,Buckland and Buckland Park and Ride 1,8.59647034,12.89470551
90034973005,7595,Village Square Dr and Corbins Commuter Lot,6.438529802,9.657794703
