taz,stop_id,direction,dist,stop_name,time
90035027003,2759,egress,0.57765485,Wethersfield Ave and Alden St,11.553097
90035027003,2760,access,0.601308292,Wethersfield Ave and Annawan St,12.02616584
90035027003,2760,egress,0.601308292,Wethersfield Ave and Annawan St,12.02616584
90035027003,2761,access,0.640904052,Wethersfield Ave and Shultas Pl,12.81808104
90035027003,2761,egress,0.640904052,Wethersfield Ave and Shultas Pl,12.81808104
90035027003,2762,access,0.678097903,Wethersfield Ave and Benton St,13.56195806
90035027003,2762,egress,0.678097903,Wethersfield Ave and Benton St,13.56195806
90035027003,2763,access,0.729800703,Wethersfield Ave and Elliott St,14.59601406
90035027003,2763,egress,0.729800703,Wethersfield Ave and Elliott St,14.59601406
90035027003,2764,access,0.75913161,Wethersfield Ave and Mannz St,15.1826322
90035027003,2764,egress,0.75913161,Wethersfield Ave and Mannz St,15.1826322
90035027003,2765,access,0.817074617,Wethersfield Ave and Bond St,16.34149234
90035027003,2765,egress,0.817074617,Wethersfield Ave and Bond St,16.34149234
90035027003,2766,access,0.926756378,Wethersfield Ave and Adelaide St,18.53512756
90035027003,2766,egress,0.926756378,Wethersfield Ave and Adelaide St,18.53512756
90035027003,2767,access,1.006771524,Wethersfield Ave and Bliss St,20.13543048
90035027003,2767,egress,1.006771524,Wethersfield Ave and Bliss St,20.13543048
90035027003,2837,access,0.93385555,Wethersfield Ave and Opp Adelaide St,18.677111
90035027003,2837,egress,0.93385555,Wethersfield Ave and Opp Adelaide St,18.677111
90035027003,2838,access,0.877051146,Wethersfield Ave and Meadow St,17.54102292
90035027003,2838,egress,0.877051146,Wethersfield Ave and Meadow St,17.54102292
90035027003,2839,access,0.738482648,Wethersfield Ave and Elliott St,14.76965296
90035027003,2839,egress,0.738482648,Wethersfield Ave and Elliott St,14.76965296
90035027003,2840,access,0.646042283,Wethersfield Ave and Wawarme Ave,12.92084566
90035027003,2840,egress,0.646042283,Wethersfield Ave and Wawarme Ave,12.92084566
90035027003,2841,access,0.595352996,Wethersfield Ave and Opp Alden St,11.90705992
90035027003,2841,egress,0.595352996,Wethersfield Ave and Opp Alden St,11.90705992
90035027003,2842,access,0.576361044,Wethersfield Ave and 80 Wethersfield Ave,11.52722088
90035027003,2842,egress,0.576361044,Wethersfield Ave and 80 Wethersfield Ave,11.52722088
90035027003,2855,access,0.862462584,Capitol Ave and Opp Park Ter,17.24925168
90035027003,2855,egress,0.862462584,Capitol Ave and Opp Park Ter,17.24925168
90035027003,2857,access,0.928157761,Capitol Ave and Laurel St,18.56315522
90035027003,2857,egress,0.928157761,Capitol Ave and Laurel St,18.56315522
90035027003,2979,access,0.917318503,Capitol Ave and Laurel St,18.34637006
90035027003,2979,egress,0.917318503,Capitol Ave and Laurel St,18.34637006
90035027003,2980,access,0.898245437,Capitol Ave and Park Pl,17.96490874
90035027003,2980,egress,0.898245437,Capitol Ave and Park Pl,17.96490874
90035027003,7647,access,0.589549907,Park St and Main St,11.79099814
90035027003,7647,egress,0.589549907,Park St and Main St,11.79099814
90035027003,7666,access,0.7750033,Charter Oak Ave and Opp S Prospect St,15.500066
90035027003,7666,egress,0.7750033,Charter Oak Ave and Opp S Prospect St,15.500066
90035027003,7745,access,0.925463256,Main St and Wells St,18.50926512
90035027003,7745,egress,0.925463256,Main St and Wells St,18.50926512
90035027003,7746,access,0.848872258,Main St and Linden Pl,16.97744516
90035027003,7746,egress,0.848872258,Main St and Linden Pl,16.97744516
90035027003,7748,access,0.749740815,Capitol Ave and Clinton St,14.9948163
90035027003,7748,egress,0.749740815,Capitol Ave and Clinton St,14.9948163
90035027003,7749,access,0.768575395,Capitol Ave and Hudson St,15.3715079
90035027003,7749,egress,0.768575395,Capitol Ave and Hudson St,15.3715079
90035027003,7750,access,0.787089409,Capitol Ave and Opp Whitman Ct,15.74178818
90035027003,7750,egress,0.787089409,Capitol Ave and Opp Whitman Ct,15.74178818
90035027003,7751,access,0.829383957,Capitol Ave and Opp Babcock St,16.58767914
90035027003,7751,egress,0.829383957,Capitol Ave and Opp Babcock St,16.58767914
90035027003,7752,access,0.848765851,Capitol Ave and Opp Columbia St,16.97531702
90035027003,7752,egress,0.848765851,Capitol Ave and Opp Columbia St,16.97531702
90035027003,7753,access,0.841493063,Park Ter and Capitol Ave,16.82986126
90035027003,7753,egress,0.841493063,Park Ter and Capitol Ave,16.82986126
90035027003,7754,access,0.772149822,Park Ter and Russ St,15.44299644
90035027003,7754,egress,0.772149822,Park Ter and Russ St,15.44299644
90035027003,7755,access,0.649763626,Park Ter and Opp Mortson St,12.99527252
90035027003,7755,egress,0.649763626,Park Ter and Opp Mortson St,12.99527252
90035027003,7756,access,0.600992477,Park Ter and Park St,12.01984954
90035027003,7756,egress,0.600992477,Park Ter and Park St,12.01984954
90035027003,7757,access,0.517473832,Park Ter and Opp Ward St,10.34947664
90035027003,7757,egress,0.517473832,Park Ter and Opp Ward St,10.34947664
90035027003,7758,access,0.620313075,Park Ter and Pope Park Dr,12.4062615
90035027003,7758,egress,0.620313075,Park Ter and Pope Park Dr,12.4062615
90035027003,7759,access,0.636735185,Hillside Ave and Harbison Ave,12.7347037
90035027003,7759,egress,0.636735185,Hillside Ave and Harbison Ave,12.7347037
90035027003,7760,access,0.641788531,Hillside Ave and Glendale Ave,12.83577062
90035027003,7760,egress,0.641788531,Hillside Ave and Glendale Ave,12.83577062
90035027003,7761,access,0.660685344,Hillside Ave and Thomas McDonough Sch,13.21370688
90035027003,7761,egress,0.660685344,Hillside Ave and Thomas McDonough Sch,13.21370688
90035027003,7762,access,0.688860306,Hillside Ave and Wilson St,13.77720612
90035027003,7762,egress,0.688860306,Hillside Ave and Wilson St,13.77720612
90035027003,7763,access,0.744701432,Hillside Ave and Arnold St,14.89402864
90035027003,7763,egress,0.744701432,Hillside Ave and Arnold St,14.89402864
90035027003,7764,access,0.781893717,Hillside Ave and Catherine St,15.63787434
90035027003,7764,egress,0.781893717,Hillside Ave and Catherine St,15.63787434
90035027003,7765,access,0.859589829,Hillside Ave and Flatbush Ave,17.19179658
90035027003,7765,egress,0.859589829,Hillside Ave and Flatbush Ave,17.19179658
90035027003,7766,access,0.899498268,Hillside Ave and Opp Curtiss St,17.98996536
90035027003,7766,egress,0.899498268,Hillside Ave and Opp Curtiss St,17.98996536
90035027003,7767,access,0.944836514,Hillside Ave and Opp Hughes St,18.89673028
90035027003,7767,egress,0.944836514,Hillside Ave and Opp Hughes St,18.89673028
90035027003,7768,access,0.999296499,Hillside Ave and Sherbrooke Ave,19.98592998
90035027003,7768,egress,0.999296499,Hillside Ave and Sherbrooke Ave,19.98592998
90035027003,7880,access,0.618011052,Wethersfield Ave and Main St,12.36022104
90035027003,7880,egress,0.618011052,Wethersfield Ave and Main St,12.36022104
90035027003,7881,access,0.604896539,Wethersfield Ave and South Green,12.09793078
90035027003,7881,egress,0.604896539,Wethersfield Ave and South Green,12.09793078
90035027003,7910,access,0.748030591,Capitol Ave and Trinity St,14.96061182
90035027003,7910,egress,0.748030591,Capitol Ave and Trinity St,14.96061182
90035027003,7977,access,0.62931581,Hillside Ave and Hamilton St,12.5863162
90035027003,7977,egress,0.62931581,Hillside Ave and Hamilton St,12.5863162
90035027003,7979,access,0.462426663,New Britain Ave and Julius St,9.24853326
90035027003,7979,egress,0.462426663,New Britain Ave and Julius St,9.24853326
90035027003,8005,access,0.976142496,Hillside Ave and Sherbrooke Ave,19.52284992
90035027003,8005,egress,0.976142496,Hillside Ave and Sherbrooke Ave,19.52284992
90035027003,8006,access,0.932115454,Hillside Ave and Hughes St,18.64230908
90035027003,8006,egress,0.932115454,Hillside Ave and Hughes St,18.64230908
90035027003,8007,access,0.887393397,Hillside Ave and Curtiss St,17.74786794
90035027003,8007,egress,0.887393397,Hillside Ave and Curtiss St,17.74786794
90035027003,8008,access,0.860927369,Hillside Ave and Flatbush Ave,17.21854738
90035027003,8008,egress,0.860927369,Hillside Ave and Flatbush Ave,17.21854738
90035027003,8009,access,0.816430072,Hillside Ave and Allendale Rd,16.32860144
90035027003,8009,egress,0.816430072,Hillside Ave and Allendale Rd,16.32860144
90035027003,8010,access,0.768354215,Hillside Ave and Catherine St,15.3670843
90035027003,8010,egress,0.768354215,Hillside Ave and Catherine St,15.3670843
90035027003,8011,access,0.73239943,Hillside Ave and Arnold St,14.6479886
90035027003,8011,egress,0.73239943,Hillside Ave and Arnold St,14.6479886
90035027003,8012,access,0.67703984,Hillside Ave and Wilson St,13.5407968
90035027003,8012,egress,0.67703984,Hillside Ave and Wilson St,13.5407968
90035027003,8013,access,0.633481584,Hillside Ave and Glendale Ave,12.66963168
90035027003,8013,egress,0.633481584,Hillside Ave and Glendale Ave,12.66963168
90035027003,8014,access,0.624397358,Hillside Ave and Harbison Ave,12.48794716
90035027003,8014,egress,0.624397358,Hillside Ave and Harbison Ave,12.48794716
90035027003,8015,access,0.61719263,Hillside Ave and Hamilton St,12.3438526
90035027003,8015,egress,0.61719263,Hillside Ave and Hamilton St,12.3438526
90035027003,8016,access,0.617371768,Hillside Ave and Pope Park Dr,12.34743536
90035027003,8016,egress,0.617371768,Hillside Ave and Pope Park Dr,12.34743536
90035027003,8017,access,0.518069192,Park Ter and Ward St,10.36138384
90035027003,8017,egress,0.518069192,Park Ter and Ward St,10.36138384
90035027003,8018,access,0.590999182,Park Ter and Park St,11.81998364
90035027003,8018,egress,0.590999182,Park Ter and Park St,11.81998364
90035027003,8019,access,0.618814308,Park Ter and Putnam Hts,12.37628616
90035027003,8019,egress,0.618814308,Park Ter and Putnam Hts,12.37628616
90035027003,8020,access,0.761059488,Park Ter and Russ St,15.22118976
90035027003,8020,egress,0.761059488,Park Ter and Russ St,15.22118976
90035027003,8022,access,0.825203962,Capitol Ave and Putnam St,16.50407924
90035027003,8022,egress,0.825203962,Capitol Ave and Putnam St,16.50407924
90035027003,8023,access,0.815337811,Capitol Ave and Babcock St,16.30675622
90035027003,8023,egress,0.815337811,Capitol Ave and Babcock St,16.30675622
90035027003,8024,access,0.769479744,Capitol Ave and Hungerford St,15.38959488
90035027003,8024,egress,0.769479744,Capitol Ave and Hungerford St,15.38959488
90035027003,8025,access,0.745136736,Capitol Ave and State Library,14.90273472
90035027003,8025,egress,0.745136736,Capitol Ave and State Library,14.90273472
90035027003,8026,access,0.735320289,Capitol Ave and State Office Building,14.70640578
90035027003,8026,egress,0.735320289,Capitol Ave and State Office Building,14.70640578
90035027003,8027,access,0.755368698,Capitol Ave and Hudson St,15.10737396
90035027003,8027,egress,0.755368698,Capitol Ave and Hudson St,15.10737396
90035027003,8028,access,0.911338032,Main St and Arch St,18.22676064
90035027003,8028,egress,0.911338032,Main St and Arch St,18.22676064
90035027003,8319,access,0.648373106,Hillside Ave and Ward Pl,12.96746212
90035027003,8319,egress,0.648373106,Hillside Ave and Ward Pl,12.96746212
90035027003,8320,access,0.852606203,Capitol Ave and Park Ter,17.05212406
90035027003,8320,egress,0.852606203,Capitol Ave and Park Ter,17.05212406
90035027003,8417,access,0.756147039,Capitol Ave and State Capitol,15.12294078
90035027003,8417,egress,0.756147039,Capitol Ave and State Capitol,15.12294078
90035027003,8615,access,0.436888072,New Britain Ave and Opp Julius St,8.73776144
90035027003,8615,egress,0.436888072,New Britain Ave and Opp Julius St,8.73776144
90035027003,8653,access,0.323186433,Jefferson St and Seymour St,6.46372866
90035027003,8653,egress,0.323186433,Jefferson St and Seymour St,6.46372866
90035027003,8916,access,0.354871738,Maple Ave and Opp 270 Maple Ave,7.09743476
